team,player_name,player_id,position,event_name,count_event,count_event_neighbor,puntos_total,minutes_played,cluster,rol,percentile_position,percentile_role,primary_position,primary_role,market_value_mill
Demo Club Capital,Player_002,900002,DMF,Long ball,19,11,0.9941,2218.0,1,Deep Lying Playmaker,24.153541395670416,71.09639608320437,CMF,Holding Midfielder,6.04
Demo Club Capital,Player_002,900002,DMF,Wide ball,14,9,0.7507,2218.0,1,Deep Lying Playmaker,39.748098849231205,41.142216721478185,CMF,Holding Midfielder,6.04
Demo Club Capital,Player_002,900002,DMF,Through ball,11,5,0.5478,2218.0,1,Deep Lying Playmaker,57.06490392855217,62.86663225189526,CMF,Holding Midfielder,6.04
Demo Club Capital,Player_002,900002,DMF,Progressive pass,30,13,1.4811,2218.0,1,Deep Lying Playmaker,55.6236111694073,95.00755162921415,CMF,Holding Midfielder,6.04
Demo Club Capital,Player_002,900002,DMF,Key pass,21,6,0.9739,2218.0,1,Deep Lying Playmaker,72.80396660484092,32.00488950237024,CMF,Holding Midfielder,6.04
Demo Club Capital,Player_002,900002,DMF,Take on,12,4,0.5681,2218.0,1,Deep Lying Playmaker,42.59434413709415,41.09537803196484,CMF,Holding Midfielder,6.04
Demo Club Capital,Player_002,900002,DMF,Foul commit,13,3,0.5884,2218.0,1,Deep Lying Playmaker,17.171925258111266,22.628334548389272,CMF,Holding Midfielder,6.04
Demo Club Capital,Player_002,900002,DMF,Foul Won,8,3,0.3855,2218.0,1,Deep Lying Playmaker,35.61161299538131,75.90072349025542,CMF,Holding Midfielder,6.04
Demo Club Capital,Player_002,900002,DMF,Tackle,39,13,1.8463,2218.0,1,Deep Lying Playmaker,90.51360803858812,45.39349869992576,CMF,Holding Midfielder,6.04
Demo Club Capital,Player_002,900002,DMF,Defensive reading,42,20,2.11,2218.0,1,Deep Lying Playmaker,53.446151756736086,83.6847315958999,CMF,Holding Midfielder,6.04
Demo Club Capital,Player_002,900002,DMF,Clearance,14,6,0.6898,2218.0,1,Deep Lying Playmaker,21.162110794177735,50.139239641565545,CMF,Holding Midfielder,6.04
Demo Club Capital,Player_002,900002,DMF,Shot,11,11,0.6695,2218.0,1,Deep Lying Playmaker,40.209157604863165,59.73632259234627,CMF,Holding Midfielder,6.04
Demo Club Capital,Player_002,900002,DMF,Aerial,6,4,0.3246,2218.0,1,Deep Lying Playmaker,41.96636038424918,25.44285303119216,CMF,Holding Midfielder,6.04
Demo Club Capital,Player_002,900002,DMF,Ball recovery,39,20,1.9883,2218.0,1,Deep Lying Playmaker,84.52799857242438,62.17194645552078,CMF,Holding Midfielder,6.04
Demo Club Capital,Player_002,900002,DMF,Turnover,14,10,0.771,2218.0,1,Deep Lying Playmaker,43.005330139708555,76.90584745673686,CMF,Holding Midfielder,6.04
Demo Club Mediterráneo,Player_003,900003,CMF,Pass,43,23,2.7775,1766.0,2,Holding Midfielder,95.66697682263418,19.68472452474014,CMF,Holding Midfielder,7.46
Demo Club Mediterráneo,Player_003,900003,CMF,Long ball,11,7,0.739,1766.0,2,Holding Midfielder,70.1650483833258,48.01081579255771,CMF,Holding Midfielder,7.46
Demo Club Mediterráneo,Player_003,900003,CMF,Wide ball,10,9,0.739,1766.0,2,Holding Midfielder,43.81009656525193,56.14392769712733,CMF,Holding Midfielder,7.46
Demo Club Mediterráneo,Player_003,900003,CMF,Through ball,24,7,1.4015,1766.0,2,Holding Midfielder,23.809332249980145,45.81559565617775,CMF,Holding Midfielder,7.46
Demo Club Mediterráneo,Player_003,900003,CMF,Progressive pass,36,12,2.1404,1766.0,2,Holding Midfielder,68.59727139624708,56.997729277947585,CMF,Holding Midfielder,7.46
Demo Club Mediterráneo,Player_003,900003,CMF,Key pass,29,5,1.6053,1766.0,2,Holding Midfielder,4.727933089639272,54.104963867331385,CMF,Holding Midfielder,7.46
Demo Club Mediterráneo,Player_003,900003,CMF,Take on,16,5,0.9428,1766.0,2,Holding Midfielder,45.969873816437165,31.94587073281894,CMF,Holding Midfielder,7.46
Demo Club Mediterráneo,Player_003,900003,CMF,Foul commit,13,4,0.7644,1766.0,2,Holding Midfielder,53.23896764654769,18.640103209645027,CMF,Holding Midfielder,7.46
Demo Club Mediterráneo,Player_003,900003,CMF,Foul Won,18,4,1.0193,1766.0,2,Holding Midfielder,37.875532569317215,47.945975630795715,CMF,Holding Midfielder,7.46
Demo Club Mediterráneo,Player_003,900003,CMF,Tackle,7,8,0.5606,1766.0,2,Holding Midfielder,37.394220610752456,50.74323970858374,CMF,Holding Midfielder,7.46
Demo Club Mediterráneo,Player_003,900003,CMF,Defensive reading,12,7,0.7899,1766.0,2,Holding Midfielder,43.48286575880789,43.616573208853175,CMF,Holding Midfielder,7.46
Demo Club Mediterráneo,Player_003,900003,CMF,Clearance,10,8,0.7135,1766.0,2,Holding Midfielder,39.5103011961396,27.25997504608452,CMF,Holding Midfielder,7.46
Demo Club Mediterráneo,Player_003,900003,CMF,Shot,12,10,0.8664,1766.0,2,Holding Midfielder,35.467725946312186,15.87481261736453,CMF,Holding Midfielder,7.46
Demo Club Mediterráneo,Player_003,900003,CMF,Aerial,18,5,1.0447,1766.0,2,Holding Midfielder,40.68487259063653,43.22600797128487,CMF,Holding Midfielder,7.46
Demo Club Mediterráneo,Player_003,900003,CMF,Ball recovery,33,9,1.9111,1766.0,2,Holding Midfielder,53.58981356207151,54.28655809939326,CMF,Holding Midfielder,7.46
Demo Club Mediterráneo,Player_003,900003,CMF,Turnover,12,4,0.7135,1766.0,2,Holding Midfielder,54.256370192664775,16.567359532938013,CMF,Holding Midfielder,7.46
Demo Club Atlántico,Player_004,900004,CF,Pass,15,11,1.4867,1241.0,1,Poacher,60.06674603277249,55.96658390612623,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,CF,Long ball,14,5,1.1966,1241.0,1,Poacher,53.67556605966173,47.620956025336994,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,CF,Wide ball,7,5,0.689,1241.0,1,Poacher,31.938305055682335,60.26417659243576,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,CF,Through ball,11,6,1.0153,1241.0,1,Poacher,64.45110063270691,77.1178381316183,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,CF,Progressive pass,7,8,0.7977,1241.0,1,Poacher,26.819497433203953,45.036947697493,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,CF,Key pass,12,4,1.0153,1241.0,1,Poacher,45.507539136817705,53.71666925656677,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,CF,Take on,26,9,2.2119,1241.0,1,Poacher,36.152781047200435,54.60154963379156,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,CF,Foul commit,16,5,1.3417,1241.0,1,Poacher,52.12125277459091,5.5953672659703955,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,CF,Foul Won,22,13,2.0669,1241.0,1,Poacher,42.75789302299713,56.29136363855743,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,CF,Tackle,11,8,1.0878,1241.0,1,Poacher,27.55253468091709,36.70901458099435,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,CF,Defensive reading,13,6,1.1604,1241.0,1,Poacher,21.531426988706848,31.557102244787856,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,CF,Clearance,6,4,0.5802,1241.0,1,Poacher,37.198073798865146,21.688055319328193,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,CF,Shot,38,18,3.4085,1241.0,1,Poacher,59.683310883112185,83.9314445207723,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,CF,Aerial,34,16,3.0459,1241.0,1,Poacher,85.63321405254588,65.11312226008793,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,CF,Ball recovery,11,13,1.2691,1241.0,1,Poacher,37.01421144631092,37.72029875600036,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,CF,Turnover,28,10,2.3932,1241.0,1,Poacher,77.91619931176717,63.56618779817762,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,WF,Pass,11,5,0.979,1241.0,1,Inside Forward,33.190883800433745,25.54559736171484,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,WF,Long ball,8,6,0.7977,1241.0,1,Inside Forward,87.39880515951288,70.61137095241773,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,WF,Wide ball,27,17,2.5745,1241.0,1,Inside Forward,52.365683085545655,67.06820898191707,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,WF,Through ball,19,5,1.5592,1241.0,1,Inside Forward,40.044993166932606,79.75720017545157,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,WF,Progressive pass,28,13,2.502,1241.0,1,Inside Forward,81.78988558104706,74.60838545555721,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,WF,Key pass,30,10,2.5383,1241.0,1,Inside Forward,54.66968249223403,42.5421480849278,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,WF,Take on,33,17,3.0097,1241.0,1,Inside Forward,81.54330792186381,96.32187797832434,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,WF,Foul commit,14,8,1.3054,1241.0,1,Inside Forward,32.3820239557587,28.393182182184425,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,WF,Foul Won,18,14,1.8131,1241.0,1,Inside Forward,33.18040775881289,60.533286153595895,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,WF,Tackle,18,5,1.4867,1241.0,1,Inside Forward,47.934296839076566,9.621025779052125,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,WF,Defensive reading,14,5,1.1966,1241.0,1,Inside Forward,57.08096299470718,54.855868803036756,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,WF,Clearance,18,5,1.4867,1241.0,1,Inside Forward,33.29353991725148,48.37205600831939,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,WF,Shot,31,8,2.5383,1241.0,1,Inside Forward,100.0,83.79522284456328,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,WF,Aerial,9,8,0.9428,1241.0,1,Inside Forward,82.0382980679779,25.773249818548646,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,WF,Ball recovery,12,4,1.0153,1241.0,1,Inside Forward,16.365344112909213,54.31766280396096,CF,Poacher,2.89
Demo Club Atlántico,Player_004,900004,WF,Turnover,14,5,1.1966,1241.0,1,Inside Forward,44.249042458433244,27.7999710198367,CF,Poacher,2.89
Demo Club Sur,Player_005,900005,WF,Pass,15,4,0.5769,2652.0,3,Winger,49.704730852846815,52.16549600203868,WF,Winger,9.63
Demo Club Sur,Player_005,900005,WF,Long ball,10,5,0.4242,2652.0,3,Winger,81.4353463049672,23.569146157733613,WF,Winger,9.63
Demo Club Sur,Player_005,900005,WF,Wide ball,44,16,1.7647,2652.0,3,Winger,88.49625729014109,83.99524699361808,WF,Winger,9.63
Demo Club Sur,Player_005,900005,WF,Through ball,6,8,0.3394,2652.0,3,Winger,39.796187964213075,38.81049817194512,WF,Winger,9.63
Demo Club Sur,Player_005,900005,WF,Progressive pass,20,19,1.0011,2652.0,3,Winger,69.86412893632364,86.60644119340529,WF,Winger,9.63
Demo Club Sur,Player_005,900005,WF,Key pass,16,9,0.6957,2652.0,3,Winger,65.80316996518788,87.73381178067994,WF,Winger,9.63
Demo Club Sur,Player_005,900005,WF,Take on,32,24,1.4932,2652.0,3,Winger,84.34489733406933,76.93832655060886,WF,Winger,9.63
Demo Club Sur,Player_005,900005,WF,Foul commit,14,8,0.6109,2652.0,3,Winger,33.03301698759461,12.665526014706785,WF,Winger,9.63
Demo Club Sur,Player_005,900005,WF,Foul Won,15,9,0.6618,2652.0,3,Winger,58.270300745611586,76.37417459891847,WF,Winger,9.63
Demo Club Sur,Player_005,900005,WF,Tackle,17,1,0.5939,2652.0,3,Winger,34.54747748937051,60.30737965510772,WF,Winger,9.63
Demo Club Sur,Player_005,900005,WF,Defensive reading,12,7,0.526,2652.0,3,Winger,65.5158393329715,0.0,WF,Winger,9.63
Demo Club Sur,Player_005,900005,WF,Clearance,12,4,0.4751,2652.0,3,Winger,48.952492102051224,67.29968978759689,WF,Winger,9.63
Demo Club Sur,Player_005,900005,WF,Shot,36,14,1.4593,2652.0,3,Winger,54.24578977253172,88.75431914049523,WF,Winger,9.63
Demo Club Sur,Player_005,900005,WF,Aerial,11,9,0.526,2652.0,3,Winger,62.644328567428275,20.177442532132304,WF,Winger,9.63
Demo Club Sur,Player_005,900005,WF,Ball recovery,9,9,0.4581,2652.0,3,Winger,32.94466840224975,23.004289309309094,WF,Winger,9.63
Demo Club Sur,Player_005,900005,WF,Turnover,17,9,0.7296,2652.0,3,Winger,68.01736737501176,63.1954171484999,WF,Winger,9.63
Demo Club Interior,Player_006,900006,DMF,Pass,37,14,5.019,789.0,1,Deep Lying Playmaker,100.0,46.68722469847724,DMF,Deep Lying Playmaker,20.24
Demo Club Interior,Player_006,900006,DMF,Long ball,19,23,3.4791,789.0,1,Deep Lying Playmaker,26.882701935016435,73.91086584115246,DMF,Deep Lying Playmaker,20.24
Demo Club Interior,Player_006,900006,DMF,Wide ball,13,6,1.8251,789.0,1,Deep Lying Playmaker,49.18097587057033,60.275704544435825,DMF,Deep Lying Playmaker,20.24
Demo Club Interior,Player_006,900006,DMF,Through ball,7,2,0.9125,789.0,1,Deep Lying Playmaker,28.045761839328897,57.93962576121648,DMF,Deep Lying Playmaker,20.24
Demo Club Interior,Player_006,900006,DMF,Progressive pass,36,16,5.019,789.0,1,Deep Lying Playmaker,72.86774673338957,53.22424012847128,DMF,Deep Lying Playmaker,20.24
Demo Club Interior,Player_006,900006,DMF,Key pass,12,3,1.5399,789.0,1,Deep Lying Playmaker,52.3998651103858,28.049892333439168,DMF,Deep Lying Playmaker,20.24
Demo Club Interior,Player_006,900006,DMF,Take on,8,8,1.3688,789.0,1,Deep Lying Playmaker,34.29227667032952,63.008351120354774,DMF,Deep Lying Playmaker,20.24
Demo Club Interior,Player_006,900006,DMF,Foul commit,9,8,1.4829,789.0,1,Deep Lying Playmaker,46.51439613300041,46.220657472470435,DMF,Deep Lying Playmaker,20.24
Demo Club Interior,Player_006,900006,DMF,Foul Won,13,4,1.711,789.0,1,Deep Lying Playmaker,1.2928329691902434,30.244687837210666,DMF,Deep Lying Playmaker,20.24
Demo Club Interior,Player_006,900006,DMF,Tackle,34,21,5.076,789.0,1,Deep Lying Playmaker,95.00744972862228,87.06617595909438,DMF,Deep Lying Playmaker,20.24
Demo Club Interior,Player_006,900006,DMF,Defensive reading,48,10,6.0456,789.0,1,Deep Lying Playmaker,51.56812431831582,29.179753522656128,DMF,Deep Lying Playmaker,20.24
Demo Club Interior,Player_006,900006,DMF,Clearance,11,7,1.654,789.0,1,Deep Lying Playmaker,43.460950647547484,14.134369524292033,DMF,Deep Lying Playmaker,20.24
Demo Club Interior,Player_006,900006,DMF,Shot,14,8,2.0532,789.0,1,Deep Lying Playmaker,82.36476683064288,42.92091865838323,DMF,Deep Lying Playmaker,20.24
Demo Club Interior,Player_006,900006,DMF,Aerial,12,12,2.0532,789.0,1,Deep Lying Playmaker,35.415568425233225,63.73520782692712,DMF,Deep Lying Playmaker,20.24
Demo Club Interior,Player_006,900006,DMF,Ball recovery,37,16,5.1331,789.0,1,Deep Lying Playmaker,100.0,24.111986360482845,DMF,Deep Lying Playmaker,20.24
Demo Club Interior,Player_006,900006,DMF,Turnover,6,7,1.0837,789.0,1,Deep Lying Playmaker,43.01132619737393,21.779819191931434,DMF,Deep Lying Playmaker,20.24
Demo Club Norte,Player_007,900007,WF,Pass,12,7,1.0641,1311.0,1,Inside Forward,31.959144691196173,60.269080147903296,WF,Inside Forward,26.27
Demo Club Norte,Player_007,900007,WF,Long ball,13,5,1.0641,1311.0,1,Inside Forward,24.260550130845747,29.67023995014042,WF,Inside Forward,26.27
Demo Club Norte,Player_007,900007,WF,Wide ball,27,13,2.2998,1311.0,1,Inside Forward,77.28897679799915,82.43350302789379,WF,Inside Forward,26.27
Demo Club Norte,Player_007,900007,WF,Through ball,14,6,1.167,1311.0,1,Inside Forward,15.435990311110821,30.679543347114627,WF,Inside Forward,26.27
Demo Club Norte,Player_007,900007,WF,Progressive pass,31,14,2.6087,1311.0,1,Inside Forward,22.74095137072664,92.04994810531849,WF,Inside Forward,26.27
Demo Club Norte,Player_007,900007,WF,Key pass,19,15,1.8192,1311.0,1,Inside Forward,24.92385195508875,62.03061464557454,WF,Inside Forward,26.27
Demo Club Norte,Player_007,900007,WF,Take on,38,11,2.9863,1311.0,1,Inside Forward,76.45536689368198,85.22684730061339,WF,Inside Forward,26.27
Demo Club Norte,Player_007,900007,WF,Foul commit,16,2,1.167,1311.0,1,Inside Forward,17.160817908308484,96.37665957107603,WF,Inside Forward,26.27
Demo Club Norte,Player_007,900007,WF,Foul Won,26,13,2.2311,1311.0,1,Inside Forward,58.5833308993182,41.11525790019105,WF,Inside Forward,26.27
Demo Club Norte,Player_007,900007,WF,Tackle,10,7,0.9268,1311.0,1,Inside Forward,41.48293488109658,36.275841504378214,WF,Inside Forward,26.27
Demo Club Norte,Player_007,900007,WF,Defensive reading,17,7,1.4073,1311.0,1,Inside Forward,39.00242535952909,76.88085802634484,WF,Inside Forward,26.27
Demo Club Norte,Player_007,900007,WF,Clearance,12,3,0.9268,1311.0,1,Inside Forward,55.317392513970354,31.379279616557987,WF,Inside Forward,26.27
Demo Club Norte,Player_007,900007,WF,Shot,38,20,3.2952,1311.0,1,Inside Forward,51.62966659965193,79.00103453052763,WF,Inside Forward,26.27
Demo Club Norte,Player_007,900007,WF,Aerial,9,9,0.9268,1311.0,1,Inside Forward,32.873426454269506,67.08686918463377,WF,Inside Forward,26.27
Demo Club Norte,Player_007,900007,WF,Ball recovery,12,6,1.0297,1311.0,1,Inside Forward,26.406643851380665,26.216034405793042,WF,Inside Forward,26.27
Demo Club Norte,Player_007,900007,WF,Turnover,12,5,0.9954,1311.0,1,Inside Forward,27.53071189903502,37.37103207860581,WF,Inside Forward,26.27
Demo Club Capital,Player_008,900008,AMF,Pass,31,13,1.6741,2016.0,2,Second Striker,70.87348548871698,89.16100028092552,AMF,Second Striker,9.48
Demo Club Capital,Player_008,900008,AMF,Long ball,11,4,0.5804,2016.0,2,Second Striker,23.736137386589153,29.02321626375003,AMF,Second Striker,9.48
Demo Club Capital,Player_008,900008,AMF,Wide ball,5,4,0.3125,2016.0,2,Second Striker,23.447978215244227,91.4156460119964,AMF,Second Striker,9.48
Demo Club Capital,Player_008,900008,AMF,Through ball,32,15,1.7634,2016.0,2,Second Striker,71.26778123733858,35.71742357609245,AMF,Second Striker,9.48
Demo Club Capital,Player_008,900008,AMF,Progressive pass,20,2,0.9375,2016.0,2,Second Striker,42.6460286956788,53.33783058942228,AMF,Second Striker,9.48
Demo Club Capital,Player_008,900008,AMF,Key pass,41,17,2.2098,2016.0,2,Second Striker,100.0,74.02924734273783,AMF,Second Striker,9.48
Demo Club Capital,Player_008,900008,AMF,Take on,21,13,1.2277,2016.0,2,Second Striker,61.5923622108789,79.51843721869021,AMF,Second Striker,9.48
Demo Club Capital,Player_008,900008,AMF,Foul commit,16,6,0.8482,2016.0,2,Second Striker,47.45263175485604,19.196849386623455,AMF,Second Striker,9.48
Demo Club Capital,Player_008,900008,AMF,Foul Won,23,12,1.2946,2016.0,2,Second Striker,68.81483144956167,85.57269293210587,AMF,Second Striker,9.48
