player_id,foot,height,weight,market_value_eur,contract_years,age,rank,country_group,team_group_model,team_points_1a,minutes_2324,minutes_variation,risk_load_excess,risk_hist_excess,primary_position,primary_position_share,secondary_position,secondary_position_share,n_posiciones,versatilidad_posicional,perfil_posicional,linea_principal,linea_secundaria,primary_role,secondary_role,secondary_role_position,polivalencia_global,player_name,team,offensive_impact,expected_offensive_impact,xg90,xa90,npg_minus_xg90,shots_on_target90,shot_quality,goal_conversion,finishing_ratio,box_threat,remates90,goles90,creativity_index,assist_chain90,chance_creation,assist_involvement,movement_threat,key_passes90,assist90,passes_completed90,forward_passes_completed90,long_passes_completed90,final_third_passes_completed90,deep_passes_completed90,progressive_passes_completed90,progressive_passing_ratio,verticality,final_third_ratio,progressive_passes90,progression_index,progression_eff,deep_progression,box_progression,dribbles_completed90,attacking_duels_won90,offensive_duel_proxy,penetration,involvement,centrality,box_presence,foul_draw_rate,crosses_completed90,crossing_threat,defensive_duels_won90,aerial_duels_won90,def_activity,discipline_penalty,clean_defense,def_activity_per_foul,defensive_impact,defense_global,area_raw,ataque_score_posicion_principal,creacion_score_posicion_principal,pase_score_posicion_principal,progresion_regate_score_posicion_principal,participacion_score_posicion_principal,defensa_score_posicion_principal,ataque_score_rol_principal,creacion_score_rol_principal,pase_score_rol_principal,progresion_regate_score_rol_principal,participacion_score_rol_principal,defensa_score_rol_principal
900011,ambidiestro,176,63,7500000.0,3.0,23,44.0,África subsahariana,champions,81,1303,1179,0.0017250377895207533,0.0,CB,0.854,,,1,0.031,especialista,DEF,,Sweeper,,,baja,Player_011,Demo Club Sur,0.342,0.241,0.193,0.104,0.062,0.672,0.133,0.176,1.049,0.145,1.446,0.255,0.065,1.244,0.06,0.297,0.124,0.778,0.082,42.713,13.068,5.666,4.095,2.494,3.802,0.089,0.306,0.07,3.965,0.176,0.245,0.223,0.315,1.325,1.232,0.19,0.058,0.607,0.581,0.28,0.482,0.055,0.341,7.912,5.437,1.191,0.152,1.24,1.446,1.114,1.143,0.453,21.426671833520626,45.87560644803354,51.178186517370825,45.935663750924945,69.42361379439467,46.101531597668696,16.345477072749993,38.281366072769956,56.38108430679428,58.749707673950915,46.71049773644195,61.964988126802886
900012,ambidiestro,170,68,15710000.0,4.0,32,29.0,Sudamérica exportadora,europa,65,2314,344,0.0031617267346157594,0.0,CB,0.949,,,1,0.116,principal_clara,DEF,,Sweeper,,,baja,Player_012,Demo Club Interior,0.021,0.478,0.328,0.074,-0.006,0.294,0.35,0.45,0.852,0.0,0.707,0.322,0.269,2.028,0.432,0.244,0.219,0.593,0.052,34.792,13.44,8.694,0.0,0.611,1.674,0.048,0.386,0.086,1.768,0.318,0.25,0.246,0.192,0.699,0.974,0.342,0.163,0.7,0.37,0.149,0.606,0.407,0.0,6.963,4.55,1.455,0.05,0.656,0.438,0.811,1.488,0.635,18.13649553291655,63.70261962484683,38.18119306197498,8.23974594455973,37.38822040898723,73.96289508612693,40.831825589742955,25.85024288224219,58.90978630096308,14.553987254608195,74.28830359434733,60.717094324156115
900013,izquierdo,184,63,1890000.0,1.5,28,16.0,Francia,media_tabla,43,1126,-252,0.0010724944848169804,0.0,CB,0.919,,,1,0.047,especialista,DEF,,Stopper,,,baja,Player_013,Demo Club Norte,0.373,0.326,0.131,0.048,-0.023,0.436,0.089,0.074,0.597,0.147,1.468,0.108,0.248,1.074,0.181,0.118,0.272,0.354,0.045,46.357,15.97,8.845,1.419,3.878,2.138,0.046,0.345,0.065,2.327,0.216,0.221,0.231,0.173,0.914,1.413,0.223,0.375,0.815,0.919,0.327,0.632,0.27,0.356,4.852,4.451,1.235,0.002,0.704,1.026,0.935,0.967,0.607,39.05494200969235,37.21177793056699,36.43636123892252,55.21308949631624,51.93772263824322,45.52487240646737,45.51349817650927,71.42370234666333,57.12443735363935,66.45940895909345,39.21224677962444,31.63980266247257
900014,derecho,179,80,2540000.0,5.0,33,56.0,África subsahariana,baja_tabla,40,2231,-474,0.0034962286548039004,0.0,FB,0.905,,,1,0.076,principal_clara,DEF,,Wing Back,,,baja,Player_014,Demo Club Capital,0.893,0.744,0.264,0.177,-0.056,0.374,0.197,0.155,0.662,0.887,1.34,0.208,0.442,1.578,0.625,0.663,0.702,1.441,0.079,36.416,13.42,6.808,6.202,1.126,4.653,0.128,0.369,0.148,5.234,1.122,1.37,1.211,0.824,2.472,4.025,1.143,1.312,1.169,0.832,0.764,1.392,2.115,1.076,4.257,3.674,1.163,0.262,0.437,1.173,0.918,1.106,0.239,58.522018221438884,62.27634232612159,36.09414705028015,31.13636602271842,64.58812899629231,53.32793652095751,38.64102143143783,27.120840007604873,42.023367676481875,53.79312438410133,49.24364983053649,58.31462644358921
900015,ambidiestro,177,63,2660000.0,1.5,32,72.0,Sudamérica exportadora,descenso,26,1481,-395,0.0067899482962737855,0.0030577909302469952,CMF,0.92,,,1,0.117,especialista,MID,,Playmaker,,,baja,Player_015,Demo Club Mediterráneo,0.647,0.453,0.271,0.219,-0.069,0.515,0.137,0.102,0.629,0.661,1.982,0.202,1.222,3.233,0.374,0.949,0.756,1.612,0.078,52.843,23.785,9.157,8.417,2.405,5.769,0.109,0.45,0.178,5.673,0.705,0.455,0.845,0.331,1.407,1.604,0.981,1.096,1.388,1.031,1.093,1.715,0.0,0.434,4.734,2.946,0.333,0.158,0.309,0.4,0.65,0.748,1.397,16.978515775362084,58.24231639576222,61.59852143237212,68.70359857584006,73.31552553519703,50.72149260276962,42.771840241868674,69.00911174750901,44.59990263525368,55.378441986166756,71.81974971227336,53.27823963768034
900016,derecho,187,89,34090000.0,4.0,23,51.0,Francia,champions,79,660,283,0.0007969169399796453,0.0,CF,0.996,,,1,0.088,especialista,ATT,,Target Man,,,baja,Player_016,Demo Club Atlántico,1.423,1.324,0.427,0.137,0.104,0.963,0.143,0.178,1.113,1.02,2.986,0.531,0.475,1.834,0.494,0.486,1.156,1.352,0.077,53.065,13.94,5.284,4.91,1.982,3.934,0.074,0.263,0.117,3.983,0.934,0.19,0.502,0.189,0.946,0.83,0.432,0.378,0.168,0.621,0.286,0.315,0.721,0.809,1.731,4.386,0.18,0.344,0.198,0.228,0.066,-0.114,1.448,55.81557908291142,56.482948642750245,67.61279058623991,76.64033563474825,62.91279685600375,21.385703346689915,49.814625977634975,21.35209775516629,48.597742231019254,31.16955024668066,34.3592647353228,30.01240391128394
900017,derecho,196,88,13510000.0,0.5,26,59.0,España,europa,64,1484,-856,0.0033399946453982637,0.03254808146948762,FB,0.933,,,1,0.007,principal_clara,DEF,,Inverted Wing Back,,,baja,Player_017,Demo Club Sur,0.344,0.209,0.23,0.177,-0.013,0.807,0.154,0.146,0.775,0.687,1.49,0.217,0.649,2.118,0.117,0.647,0.229,1.349,0.153,49.856,12.615,7.272,2.306,2.3,4.503,0.09,0.253,0.108,4.702,0.794,0.97,1.246,0.777,2.567,3.083,0.78,1.016,1.217,0.597,0.798,1.467,1.542,1.003,4.679,3.747,0.827,0.205,1.201,0.823,0.902,0.963,0.739,60.9852369472201,39.094445196838414,65.98696478159742,61.38644473165508,17.50637100921118,52.09284112756571,30.708409076486326,47.89923288396647,44.45315964759213,57.73110261126187,60.05175510427028,59.18397912114726
900018,derecho,191,85,8320000.0,2.0,29,12.0,Norte de África,media_tabla,51,772,-546,0.00289200724135801,0.013798743016916859,CMF,0.938,AMF,0.277,2,0.54,polivalente,MID,MID,Box-to-box Midfielder,Second Striker,AMF,media,Player_018,Demo Club Interior,0.821,0.665,0.107,0.148,-0.008,0.703,0.052,0.048,0.631,0.62,2.052,0.099,0.939,2.269,1.217,1.154,0.722,1.594,0.071,46.126,22.275,9.591,10.905,1.973,6.014,0.13,0.483,0.204,6.201,0.925,1.318,1.282,0.858,1.22,2.243,0.702,1.448,1.623,1.539,0.909,1.339,0.0,0.044,4.982,3.364,0.825,0.277,0.844,0.304,0.828,0.392,0.331,34.709930558366565,36.639944975249165,70.62567827093775,43.97928573321951,79.39893343412002,31.899010589397164,60.53549885293724,58.811998285492926,48.95393788084739,44.93203185381333,67.84517380152722,38.7819665057026
900019,izquierdo,181,72,13480000.0,4.0,29,32.0,Sudamérica exportadora,baja_tabla,39,1537,640,0.0018198290597790437,0.0,WF,0.924,,,1,0.03,principal_clara,ATT,,Inside Forward,,,baja,Player_019,Demo Club Norte,1.325,1.207,0.347,0.245,0.093,0.794,0.128,0.162,1.108,0.879,2.715,0.44,0.58,2.847,0.773,1.468,1.358,1.533,0.257,56.011,19.634,6.895,13.746,5.795,8.537,0.152,0.351,0.175,8.679,1.247,0.991,1.499,1.269,2.836,5.399,0.962,1.236,0.613,0.766,0.463,2.399,1.353,1.559,3.155,1.823,0.833,0.124,0.245,0.415,0.264,0.272,1.12,43.032924714679844,58.63362031915288,42.82655284775767,75.52418182182481,38.30834781135896,38.241765816642804,81.26544495907409,73.50689649730904,39.06359374587591,65.5758845884792,46.0522572940215,40.74452311175372
900020,ambidiestro,180,70,25250000.0,1.0,24,21.0,Sudamérica exportadora,descenso,30,3168,-174,0.005789985557470286,0.0,FB,0.925,DMF,0.267,2,0.338,polivalente,DEF,MID,Full Back,Ball Winning Midfielder,DMF,media,Player_020,Demo Club Capital,0.513,0.592,0.149,0.185,-0.038,0.65,0.123,0.091,0.558,0.405,1.215,0.111,0.181,2.191,0.482,0.552,0.383,0.797,0.068,47.894,14.221,8.693,3.744,2.204,6.474,0.135,0.297,0.113,6.851,0.77,0.476,1.216,0.645,1.754,1.851,0.865,1.123,0.764,0.747,0.484,1.801,1.706,1.585,6.003,4.517,1.045,0.257,1.13,1.245,1.295,1.013,1.244,31.846254766701925,29.972945603681037,38.157799576045306,34.530483158896686,44.05259542882165,48.81700228865276,55.167066353255876,28.879798617430804,49.162773635678754,50.42234600865553,64.9435410583774,39.934915718012654
900021,izquierdo,196,68,2460000.0,2.0,31,29.0,Sudamérica exportadora,champions,83,2205,1020,0.0037946468046305905,0.0,CB,0.857,,,1,0.136,principal_clara,DEF,,Ball Playing Defender,,,baja,Player_021,Demo Club Mediterráneo,-0.246,-0.001,0.048,0.034,-0.008,0.354,0.053,0.044,0.408,0.0,0.903,0.04,0.048,1.28,0.693,0.262,0.147,0.0,0.024,52.773,15.642,6.292,0.0,0.684,1.895,0.036,0.296,0.057,1.872,0.421,0.393,0.395,0.262,0.965,1.784,0.0,0.135,0.854,0.386,0.223,1.051,0.193,0.0,8.071,4.502,1.083,0.122,1.444,0.77,1.286,1.028,0.231,39.972607692775895,51.177241690489886,17.35609330300246,20.49273980332613,29.14125870054025,50.99576483491265,47.721400710526545,32.46346272667447,55.28268824768996,70.69516222310642,42.657161054949306,61.944472854006264
900022,ambidiestro,191,66,1390000.0,1.0,30,40.0,Francia,europa,59,788,-748,0.0011197961629595419,0.02575554146516834,FB,0.944,,,1,0.045,principal_clara,DEF,,Inverted Wing Back,,,baja,Player_022,Demo Club Atlántico,0.767,0.414,0.143,0.093,0.015,0.508,0.084,0.093,0.819,0.963,1.704,0.158,0.737,0.872,0.334,0.401,0.307,0.859,0.048,43.944,12.996,7.886,5.779,1.167,5.018,0.114,0.296,0.123,5.311,1.269,0.567,0.663,0.626,2.035,3.582,0.945,1.0,0.849,0.784,0.6,0.747,1.547,1.701,4.539,3.106,1.494,0.289,0.559,0.54,1.078,1.202,1.341,62.49036567106242,35.48079759764102,40.50549755478979,89.98972136813504,34.57500772758228,45.25938489640319,48.448305214101865,48.09978992285527,51.04157826573028,35.72772947682091,69.92239824289105,50.95004078917788
900023,ambidiestro,170,73,2690000.0,3.0,28,52.0,Europa resto,media_tabla,49,1620,570,0.002059820070215726,0.0,AMF,0.929,,,1,0.049,principal_clara,MID,,Advanced Playmaker,,,baja,Player_023,Demo Club Sur,1.525,0.922,0.2,0.197,-0.048,0.934,0.076,0.058,0.608,1.007,2.622,0.152,1.013,2.558,1.14,1.065,0.917,2.119,0.132,58.604,21.927,10.646,10.014,6.05,4.202,0.072,0.374,0.188,4.695,0.903,0.827,0.891,0.337,2.807,2.723,0.711,1.086,0.9,1.401,0.985,1.189,0.0,0.0,1.875,2.307,0.688,0.276,0.248,0.353,0.242,0.447,0.914,40.305442244066185,43.004024022136164,73.62282317055158,56.91523551773467,34.88709198795318,31.88122311518069,48.776327908477356,80.97327167510659,65.7245873567276,54.89028499568727,50.036180918650956,57.99402297126848
900024,derecho,168,67,1250000.0,5.0,26,36.0,Norte de África,baja_tabla,39,2477,576,0.001675768197273318,0.04286170313424942,FB,0.988,,,1,0.123,principal_clara,DEF,,Full Back,,,baja,Player_024,Demo Club Interior,0.735,0.519,0.223,0.163,-0.042,0.734,0.117,0.095,0.663,0.418,1.903,0.181,0.738,0.726,0.262,0.492,0.358,0.972,0.13,42.979,15.016,8.264,3.515,1.711,6.634,0.154,0.349,0.126,7.528,1.046,0.353,1.195,1.32,2.178,3.756,0.382,1.145,0.489,0.742,0.614,1.521,1.336,1.106,5.333,3.964,1.236,0.332,1.232,0.923,0.969,1.135,1.182,37.40887030961992,30.53509893509132,23.562258606826543,70.05271401967536,44.331740278551706,58.668678199932586,39.6750686601451,46.63586433143812,25.247369270927486,51.21790867608905,49.36728691587305,54.85046242985426
900025,izquierdo,192,77,1570000.0,2.0,30,46.0,Norte de África,descenso,29,909,-323,0.00226823897099221,0.0,CF,0.972,,,1,0.042,especialista,ATT,,Target Man,,,baja,Player_025,Demo Club Norte,1.332,1.229,0.379,0.167,-0.084,1.889,0.1,0.078,0.688,0.956,3.779,0.295,0.775,2.452,0.756,0.607,1.379,1.419,0.058,34.466,12.342,6.245,7.447,1.875,5.124,0.149,0.358,0.18,5.617,0.528,0.399,0.241,0.65,0.693,0.557,0.328,0.382,0.476,0.865,0.771,0.424,0.112,0.053,1.76,5.81,0.401,0.103,0.285,0.103,0.704,0.338,0.228,46.283959948243286,64.36150395973822,43.26985109689632,47.87909847669528,12.60950112656257,28.789925396748203,35.728307381064525,50.96331011695927,35.16494528638534,38.74389434790555,48.16520810584132,31.396604800962187
900026,derecho,196,70,9830000.0,3.0,20,20.0,Portugal,champions,78,1496,1146,0.000738850262250556,0.0003629410178572767,CB,0.759,DMF,0.142,2,0.224,polivalente,DEF,MID,Stopper,Deep Lying Playmaker,DMF,alta,Player_026,Demo Club Capital,0.188,0.084,0.155,0.054,0.04,0.179,0.3,0.378,0.951,0.0,0.516,0.195,0.344,1.748,0.278,0.115,0.113,0.425,0.031,36.204,14.515,8.415,0.993,0.0,2.961,0.082,0.401,0.083,3.009,0.315,0.343,0.447,0.334,0.179,0.303,0.172,0.655,0.739,0.958,0.078,0.383,0.216,0.191,6.616,4.054,1.425,0.063,1.054,0.699,1.365,1.508,0.516,22.417475096433687,32.472041441146374,57.20877480734541,30.17291150526929,65.24227371810643,17.449662758015577,14.306023948756248,42.68922730489471,17.639969043104394,18.044894677887438,33.987751004857934,41.31852223750421
900027,ambidiestro,177,62,16469999.999999998,1.0,19,51.0,Europa top occidental,europa,66,2596,18,0.00206582250258741,0.058673172683578634,CF,0.873,,,1,0.053,principal_clara,ATT,,Target Man,,,baja,Player_027,Demo Club Mediterráneo,1.086,1.27,0.303,0.109,0.084,1.151,0.105,0.135,1.096,1.227,2.873,0.387,0.459,2.478,0.644,0.552,1.369,1.105,0.12,30.97,15.566,3.65,7.739,3.261,4.466,0.144,0.503,0.2,4.294,0.345,0.73,0.41,0.568,0.024,0.025,0.558,0.932,0.448,0.561,1.166,1.36,0.927,0.425,2.15,3.817,0.029,0.048,0.168,0.281,0.251,0.092,0.656,34.07189244240797,31.8403269113319,54.76015071888154,32.08800265911292,71.80914589595005,39.23003238966048,70.58434720313535,30.106149288610098,52.7149057422609,67.9036238520755,53.415856245868795,43.2404449102901
900028,ambidiestro,173,70,4450000.0,1.5,23,30.0,España,media_tabla,53,720,248,0.0013362282999973888,0.0,CB,0.725,FB,0.174,2,0.097,polivalente,DEF,DEF,Stopper,Full Back,FB,alta,Player_028,Demo Club Atlántico,0.476,-0.197,0.185,0.115,-0.003,0.208,0.263,0.259,0.774,0.0,0.704,0.182,0.248,1.554,0.0,0.344,0.211,0.167,0.065,47.552,13.044,8.178,5.093,0.736,3.819,0.08,0.274,0.063,4.18,0.286,0.275,0.492,0.204,0.439,0.72,0.519,0.568,0.646,0.771,0.195,0.248,0.366,0.252,4.617,2.838,1.462,0.086,0.54,1.433,1.283,1.476,0.379,39.06880832454477,12.476917064881395,51.30877128313205,48.07091360551405,32.60853815509969,81.7944861378049,36.399504249265185,77.73509705963207,40.24170231073804,55.74526182842084,45.69062539494925,61.224805123518834
900029,ambidiestro,190,80,2730000.0,5.0,20,47.0,España,baja_tabla,34,1826,620,0.0015198059040542598,0.0,CF,0.917,,,1,0.011,especialista,ATT,,Poacher,,,baja,Player_029,Demo Club Sur,1.307,1.007,0.3,0.022,-0.081,1.373,0.084,0.061,0.626,1.185,3.572,0.219,0.477,0.906,0.615,0.462,1.37,0.815,0.023,41.931,10.453,0.0,5.173,3.316,4.422,0.105,0.249,0.148,4.723,0.227,0.803,0.31,0.583,0.987,1.323,0.314,0.351,0.861,0.771,1.585,1.158,0.336,0.296,2.104,3.871,0.123,0.173,0.118,0.261,0.063,0.851,0.278,99.29661861163228,57.6099378105459,42.909823007309384,43.46458010188871,42.007189624135925,44.34405642336165,63.16247509753705,48.00053890937673,56.142820287217916,62.9629027198329,54.08647399097898,30.654975681346336
